SHOP_SEQ,PARK_NUM,Valid,Online
5856,10,1,1
5859,5,1,0
5860,16,1,1
5865,3,1,1
5876,10,0,0
5895,5,1,1
5896,2,1,0
5909,6,1,0
5911,5,1,1
5917,3,1,1
5918,3,1,1
5919,3,1,1
5920,3,1,1
5921,3,1,1
5923,3,1,1
5926,3,1,0
5962,6,1,0
5963,6,1,1
5970,4,1,1
5973,8,0,0
5974,3,1,1
5975,3,1,1
5976,2,1,1
5978,4,1,1
5979,2,1,1
5980,3,1,1
5981,2,1,1
5982,6,1,1
5996,4,1,1
5997,3,1,1
5998,6,1,0
5999,3,1,1
6000,18,1,1
6001,3,1,0
6008,4,1,1
6009,15,1,0
6010,10,1,1
6014,2,1,1
6017,5,1,1
6021,4,1,1
6024,3,1,1
6027,4,1,1
6028,8,1,1
6030,3,1,1
6031,6,1,1
6033,3,1,1
6034,4,1,0
6035,8,1,1
6036,2,1,1
6037,3,1,1
6038,5,1,0
6039,5,1,1
6040,4,1,1
6041,4,1,1
6043,4,1,1
6044,4,1,1
6045,4,1,1
6046,4,1,0
6047,5,1,0
6048,4,1,1
6049,4,1,1
6050,3,1,1
6051,4,1,1
6052,6,1,1
6053,4,1,1
6054,3,1,0
6055,6,1,1
6056,10,1,1
6057,5,1,1
6058,5,1,1
6059,3,1,0
6060,4,1,1
6062,20,1,1
6065,6,1,0
6066,6,1,1
6067,3,1,1
6068,3,1,1
6069,8,1,0
6070,10,1,1
6072,30,1,1
6074,3,1,1
6075,3,1,0
6076,4,1,1
6077,5,1,1
6078,10,1,1
6079,12,1,1
6080,4,1,1
6081,4,1,1
6083,4,1,1
6084,10,1,1
6087,3,1,1
6088,5,1,1
6091,15,1,1
6092,3,1,1
6093,3,1,1
6094,3,1,1
6095,3,1,1
6096,4,1,1
6097,3,1,0
6098,3,1,1
6099,3,1,1
6100,2,1,0
6101,2,1,1
6102,3,1,1
6103,4,1,0
6104,4,1,1
6105,3,1,0
6106,4,1,1
6107,3,1,1
6108,3,1,1
6109,5,1,1
6110,6,1,1
6111,5,1,1
6112,5,1,0
6113,0,1,1
6114,6,1,1
6115,10,1,1
6116,6,1,1
6117,5,1,0
6118,3,1,1
6119,6,1,1
6120,3,1,1
6121,5,1,1
6122,3,1,1
6123,5,1,0
6124,4,1,1
6125,12,1,1
6126,3,1,0
6127,3,1,0
6128,3,1,1
6129,3,1,0
6130,4,1,1
6133,0,1,0
6134,3,1,1
6135,3,1,0
6136,3,1,1
6137,3,1,1
6138,3,1,1
6139,0,1,0
6141,3,1,1
6142,5,1,1
6144,3,1,1
6145,3,1,1
6147,3,1,1
6149,3,1,1
6150,3,1,1
6151,5,1,0
6152,3,1,0
6153,3,1,0
6154,4,1,1
6155,3,1,1
6156,3,1,1
6158,3,1,1
6159,3,1,1
6160,3,1,1
6161,3,1,1
6162,9,1,1
6163,3,1,1
6164,5,1,0
6165,3,1,1
6166,3,1,1
6167,3,0,0
6168,3,1,1
6169,3,1,0
6170,3,1,1
6171,3,1,0
6172,3,1,1
6173,5,1,1
6175,4,1,0
6176,3,1,1
6177,4,1,1
6178,3,1,1
6179,3,1,1
6180,3,1,1
6181,6,1,1
6182,5,1,1
6183,3,1,1
6185,3,1,1
6186,3,1,1
6188,3,1,1
6189,10,1,1
6192,4,0,0
6193,3,1,0
6194,0,1,0
6195,3,1,0
6197,3,1,1
6198,6,1,1
6201,6,1,1
6202,3,1,1
6203,6,1,1
6204,10,1,1
6206,5,1,1
6209,3,1,1
6212,3,1,0
6213,3,1,1
6215,5,1,0
6216,3,1,0
6217,3,0,0
6218,3,1,1
6219,3,1,0
6220,3,1,1
6221,6,1,1
6222,3,1,1
6223,3,1,1
6225,4,1,1
6226,4,1,1
6227,4,1,1
6242,3,1,1
6243,3,1,1
6244,5,1,1
6246,3,1,1
6247,6,1,1
6249,30,1,0
6254,5,1,0
6270,6,1,1
6271,3,1,0
6274,2,1,1
6276,3,1,1
6278,2,1,1
6280,3,1,1
6285,8,1,1
6287,3,1,1
6288,4,1,1
6289,5,1,0
6290,4,1,1
6291,5,1,1
6292,4,1,1
6293,5,1,1
6294,6,1,1
6295,3,1,1
6296,5,1,1
6312,3,1,0
6318,4,1,1
6319,2,1,1
6322,4,1,1
6345,3,1,1
6361,5,1,1
6376,3,1,1
6377,4,1,1
6378,4,1,1
6380,4,1,0
6405,4,1,0
6409,4,1,1
6428,14,1,1
6429,4,1,1
6430,6,1,1
6431,2,1,1
6432,10,1,1
6433,3,1,1
6441,5,1,1
6443,5,1,1
6444,10,1,1
6523,3,1,1
6524,5,1,1
6525,5,1,1
6526,3,1,0
6527,4,1,1
6528,3,1,1
6529,5,1,1
6530,6,1,0
6531,6,1,1
6532,5,1,1
6533,6,1,0
6534,5,1,1
6535,3,1,0
6536,6,1,1
6538,10,1,1
6539,2,1,1
6540,9,1,1
6541,9,1,0
6542,11,1,1
6543,25,1,0
6544,2,1,0
6545,3,1,1
6546,3,1,0
6547,6,1,0
6550,4,1,0
6551,10,1,1
6552,5,1,0
6553,5,1,1
6554,3,1,1
6555,6,1,1
6556,5,1,1
6557,5,1,1
6558,5,1,1
6559,3,1,1
6560,3,1,0
6563,19,1,1
6564,6,1,1
6566,8,1,1
6568,5,1,0
6569,4,1,1
6570,6,1,0
6571,20,1,1
6572,6,1,1
6573,10,1,1
6574,9,1,0
6586,3,1,1
6588,5,1,1
6589,10,1,1
6590,25,1,1
6594,10,1,1
6595,3,1,1
6612,10,1,1
6613,3,1,1
6614,1,1,1
6616,5,1,1
6661,6,1,1
6695,6,1,1
6696,6,1,1
6698,5,1,1
6701,5,1,1
6705,10,1,0
6706,8,1,1
6707,5,1,1
6708,6,1,1
6709,4,1,1
6710,3,1,1
6711,12,1,1
6715,30,1,1
6718,4,1,1
6719,4,1,1
6720,5,1,1
6721,8,1,1
6723,3,1,1
6724,9,1,1
6725,3,1,1
6726,4,1,1
6727,3,1,1
6728,3,1,1
6729,2,1,1
6730,10,1,1
6731,3,1,0
6733,2,1,1
6734,2,1,1
6735,6,1,0
6736,8,1,1
6737,3,1,1
6738,2,1,0
6742,3,1,1
6743,3,1,1
6744,4,1,1
6754,6,1,1
6759,6,1,1
6764,5,1,1
6765,2,1,1
6766,3,1,1
6768,2,1,1
6769,4,1,0
6770,2,1,1
6771,2,1,1
6777,5,1,1
6782,3,1,1
6783,2,1,1
6784,6,1,1
6785,10,1,1
6786,4,1,1
6789,15,1,1
6791,8,1,1
6792,4,1,1
6793,6,1,1
6806,3,1,0
6808,3,1,1
6812,5,1,1
6814,3,1,1
6815,4,1,1
6816,6,1,1
6817,5,1,0
6819,5,1,1
6820,5,1,1
6821,5,1,1
6823,5,1,1
6825,3,1,1
6828,3,1,1
6829,3,1,1
6830,4,1,1
6849,3,1,1
6850,6,1,1
6852,6,1,1
6853,3,1,1
6854,10,1,1
6855,5,1,1
6856,2,1,1
6858,10,1,1
6859,3,1,1
6861,4,1,1
6863,6,1,1
6866,8,1,1
6867,2,1,0
6868,6,1,1
6869,4,1,1
6870,5,1,1
6871,3,1,1
6874,3,1,1
6875,3,1,1
6888,4,1,0
6889,0,1,1
6890,8,1,1
6897,10,1,1
6899,10,1,0
6908,5,1,0
6909,5,1,1
6910,10,1,0
6911,3,1,1
6912,4,1,1
6913,10,1,0
6919,5,1,1
6933,4,1,1
6941,5,1,1
6942,3,1,1
6943,5,1,0
6946,8,1,1
6947,5,1,1
6948,5,1,1
6949,27,1,0
6951,15,1,1
6953,4,1,1
6954,3,1,0
6955,4,1,1
6956,6,1,0
6958,7,1,1
6959,6,1,0
6960,6,1,1
6961,12,1,1
6962,8,1,1
6963,6,1,0
6966,8,1,0
6967,6,1,1
6969,4,1,1
6970,3,1,1
6971,5,1,1
6973,3,1,1
6974,3,1,1
6976,4,1,1
6977,4,1,1
6978,6,1,1
6980,4,1,1
6981,6,1,1
6982,6,1,1
6987,4,1,1
6988,3,1,1
6989,3,0,0
6990,6,1,1
6991,4,1,1
6993,3,1,1
6995,10,1,1
7003,8,1,1
7004,4,1,1
7005,4,1,1
7006,6,1,1
7007,8,1,0
7008,6,1,1
7009,6,1,1
7010,6,1,1
7011,3,1,1
7013,9,1,1
7015,6,1,0
7016,3,1,1
7017,6,1,1
7018,8,1,1
7020,3,1,0
7021,2,1,1
7022,2,1,1
7026,3,1,0
7027,3,1,0
7032,10,1,1
7033,2,1,1
7034,3,1,1
7035,3,1,0
7036,2,1,1
7037,2,1,1
7039,5,1,0
7040,3,1,1
7042,3,1,0
7043,3,1,0
7044,3,1,0
7045,3,1,1
7046,3,1,1
7047,3,1,1
7068,3,1,1
7071,15,1,1
7072,3,1,0
7074,2,1,1
7076,8,1,1
7094,10,1,0
7113,4,1,0
7114,3,1,1
7120,10,1,1
7121,5,1,1
7145,6,1,1
7146,2,1,1
7147,6,1,0
7148,16,1,1
7149,6,1,1
7150,2,1,0
7151,5,1,1
7152,2,1,0
7154,3,1,1
7155,3,1,1
7156,3,1,1
7159,3,1,1
7164,3,1,0
7165,3,1,1
7166,4,1,0
7170,3,1,0
7171,8,1,0
7172,12,1,0
7173,6,1,0
7174,7,1,1
7175,8,1,1
7179,4,1,1
7181,10,1,1
7182,2,1,1
7220,3,1,1
7221,3,1,1
7222,3,1,1
7223,3,1,1
7224,3,1,1
7226,3,1,0
7228,3,1,1
7229,5,1,0
7230,2,1,1
7235,2,1,1
7236,2,1,1
7237,2,1,0
7238,2,1,1
7239,2,1,1
7240,5,1,0
7299,6,1,1
7316,3,1,0
7319,4,1,1
7359,5,1,1
7360,5,1,1
7361,2,1,1
7363,4,1,0
7364,3,1,1
7368,4,1,1
7372,8,1,1
7374,5,1,1
7375,10,1,1
7377,6,1,1
7378,3,1,1
7402,5,1,1
7405,3,1,0
7406,3,1,0
7407,3,1,1
7409,3,1,1
7421,3,1,1
7423,10,1,1
7435,2,1,1
7439,19,1,1
7440,25,1,1
7441,3,1,1
7491,40,1,1
7506,6,1,0
7507,5,1,1
7508,6,1,1
7510,2,1,0
7513,20,1,1
7518,3,1,1
7519,3,1,0
7527,3,1,0
7533,6,1,1
7535,6,1,1
7547,4,1,1
7550,5,1,0
7558,6,1,1
7560,2,1,1
7561,2,1,1
7562,6,1,0
7563,3,1,1
7565,6,1,1
7566,6,1,0
7568,10,1,1
7569,3,1,0
7596,5,1,0
7597,4,1,1
7598,3,1,0
7600,2,1,0
7601,2,1,1
7602,2,1,0
7603,3,1,1
7604,3,1,1
7605,4,1,1
7606,3,1,1
7608,6,1,1
7609,3,1,1
7610,3,1,1
7611,3,1,1
7612,3,1,1
7613,3,1,0
7614,3,1,1
7615,3,1,1
7616,3,1,1
7617,3,1,1
7621,3,1,1
7622,7,0,0
7625,6,1,1
7627,5,1,1
7629,5,1,1
7631,6,1,1
7633,6,1,1
7634,3,1,1
7636,6,1,0
7638,5,1,1
7640,4,1,1
7642,3,1,1
7647,38,1,0
7679,6,1,1
7694,6,1,1
7695,3,1,1
7696,6,1,0
7697,3,1,0
7701,3,1,1
7702,2,1,1
7704,8,1,0
7706,3,1,1
7759,3,1,1
7842,6,1,1
7843,3,1,1
7844,3,1,0
7845,2,1,1
7893,5,1,0
7894,3,1,1
7895,5,1,1
7896,4,1,0
7897,6,1,1
7898,6,1,1
7899,5,1,1
7900,15,1,1
7901,2,1,1
7902,5,1,1
7903,5,1,1
7904,5,1,1
7917,4,1,1
7918,5,1,1
7919,4,1,1
7920,3,1,1
7980,5,1,1
7996,8,1,0
7999,4,1,1
8000,3,1,0
8003,9,1,1
8004,5,1,1
8005,4,1,1
8008,6,1,0
8010,4,1,0
8014,5,1,0
8015,3,1,0
8016,3,1,1
8034,17,1,0
8038,4,1,0
8101,4,1,1
8103,4,1,1
8146,3,1,1
8150,3,1,1
8163,3,1,1
8232,7,1,1
8234,10,1,0
8244,3,1,1
8263,4,1,1
8264,10,1,1
8267,4,1,1
8271,3,1,0
8273,3,1,1
8275,2,1,0
8276,3,1,1
8283,12,1,1
8284,5,1,1
8286,6,1,0
8289,6,1,0
8290,5,1,1
8292,5,1,1
8293,4,1,1
8294,8,1,1
8295,20,1,1
8305,3,1,1
8306,30,0,0
8309,10,1,1
8310,5,1,1
8311,5,1,1
8312,3,1,1
8313,3,1,0
8316,3,1,0
8317,5,1,1
8320,3,1,0
8321,3,1,0
8332,11,1,1
8333,6,1,1
8334,10,1,1
8335,31,1,1
8336,8,1,1
8348,13,1,1
8349,6,1,1
8350,3,1,1
8351,5,1,0
8354,2,1,0
8355,4,1,1
8363,3,1,1
8370,3,1,1
8387,17,1,1
8395,6,1,1
8423,10,1,1
8427,8,1,1
8428,6,1,0
8429,8,0,0
8431,6,1,1
8432,7,1,1
8433,6,1,1
8434,4,1,1
8435,8,1,0
8436,4,1,1
8437,16,1,1
8438,3,1,1
8439,8,1,1
8446,6,1,0
8447,8,1,1
8457,3,1,1
8533,15,1,0
8595,6,1,1
8596,3,1,1
8598,4,1,1
8599,3,1,1
8632,3,0,0
8663,3,1,1
8664,10,1,0
8718,3,1,0
8721,10,1,1
8722,3,1,0
8723,3,1,0
8725,10,0,0
8766,20,0,0
8780,4,1,1
8850,10,1,1
8855,4,1,1
8857,4,1,1
8952,5,1,0
8975,10,1,1
8988,3,1,1
9030,6,1,1
9061,15,1,0
9062,5,1,0
9064,4,1,1
9065,6,0,0
9067,5,1,1
9079,3,1,0
9080,3,1,1
9081,3,1,1
9083,3,0,0
9084,3,1,0
9118,5,1,1
9119,5,1,0
9120,3,1,0
9143,3,1,1
9144,4,1,1
9145,4,1,1
9149,6,1,1
9150,6,0,0
9153,4,1,0
9155,3,1,1
9156,30,1,1
9157,8,0,0
9159,6,1,0
9160,12,1,1
9161,14,1,1
9170,7,1,0
9171,3,1,1
9173,2,1,1
9174,3,1,1
9175,3,1,0
9176,4,1,1
9177,2,1,0
9178,4,1,1
9179,6,1,1
9198,6,1,1
9199,3,1,0
9261,4,1,1
9263,3,1,1
9266,2,1,1
9268,5,1,1
9270,20,1,1
9272,6,1,1
9273,6,1,1
9275,10,1,1
9276,6,1,1
9307,5,1,1
9308,3,1,1
9309,5,1,1
9310,0,1,1
9311,5,1,0
9314,5,1,1
9334,4,1,1
9345,8,1,1
9365,5,1,1
9380,3,1,1
9396,3,1,1
9411,3,1,0
9436,3,1,0
9439,10,1,1
9440,30,1,0
9451,3,1,1
9452,4,1,1
9487,3,1,1
9579,5,1,1
9581,10,0,0
9582,2,1,1
9583,6,0,0
9584,6,1,1
9587,5,1,1
9590,6,1,1
9592,6,1,1
9607,4,1,0
9631,5,1,1
9632,8,1,1
9633,2,1,1
9634,2,1,1
9635,5,1,0
9636,3,1,1
9637,6,1,1
9638,4,1,1
9639,10,1,1
9640,3,1,1
9642,5,1,1
9651,4,1,1
9652,3,1,1
9653,6,1,1
9654,6,1,1
9661,6,1,0
9663,6,1,1
9665,2,1,1
9702,10,1,0
9716,2,1,1
9718,12,0,0
9720,17,1,0
9734,3,1,1
9735,3,1,1
9736,3,1,1
9737,10,0,0
9738,10,1,1
9739,10,0,0
9741,5,1,1
9742,5,1,1
9749,6,1,1
9752,4,1,1
9753,3,1,1
9754,3,1,1
9757,6,1,1
9759,4,1,0
9761,5,1,1
9763,3,1,1
9776,3,1,0
9777,4,1,0
9778,3,1,0
9779,5,1,0
9782,3,1,1
9787,5,1,1
9793,6,0,0
9794,6,1,1
9799,3,1,1
9800,3,1,1
9801,3,1,0
9802,5,1,1
9812,8,1,1
9820,10,1,1
9822,4,0,0
9825,12,1,1
9826,4,1,1
9849,3,1,1
9857,6,1,1
9868,10,1,1
9869,15,1,0
9891,6,1,0
9901,3,1,1
9902,3,1,1
9903,4,1,0
9904,10,1,1
9920,6,1,1
9921,2,1,1
9942,4,1,1
9976,5,1,1
9981,8,1,0
10024,10,1,1
10025,10,1,1
10027,4,1,1
10041,6,1,0
10083,12,1,0
10084,3,1,0
10085,5,1,1
10086,2,1,1
10087,4,1,1
10098,6,1,0
10099,6,1,1
10101,3,1,1
10105,6,1,1
10106,3,1,0
10107,3,1,1
10128,3,1,1
10129,5,1,0
10130,5,1,0
10156,2,1,1
10162,4,1,0
10164,5,0,0
10165,8,1,0
10168,8,1,1
10171,6,0,0
10175,10,1,1
10177,6,1,1
10178,4,0,0
10179,6,1,1
10180,3,1,0
10183,8,1,1
10184,10,0,0
10209,3,1,1
10212,4,1,1
10213,4,1,0
10214,4,1,0
10216,3,1,1
10218,6,1,1
10219,12,1,1
10220,6,1,1
10221,9,1,1
10222,6,1,1
10225,4,0,0
10226,12,1,1
10228,5,1,1
10259,5,1,1
10260,4,1,1
10261,5,1,0
10262,4,1,1
10274,5,1,1
10277,10,1,1
10281,6,1,1
10297,6,1,1
10298,3,1,1
10302,6,1,0
10303,2,1,1
10304,7,1,1
10305,32,1,0
10328,5,1,0
10332,2,1,1
10333,5,1,1
10335,4,1,1
10344,3,1,0
10346,4,1,0
10347,4,1,1
10348,3,1,0
10349,3,1,1
10350,3,1,0
10352,3,1,0
10353,3,1,0
10354,3,1,0
10356,5,1,1
10357,3,1,1
10358,10,1,1
10410,2,1,1
10411,2,1,1
10418,6,1,0
10421,6,1,1
10426,10,1,0
10471,5,1,0
10472,6,1,1
10474,5,1,0
10475,3,1,1
10478,4,1,1
10479,3,1,0
10480,4,1,1
10481,3,1,0
10496,3,1,0
10497,5,1,1
10498,6,1,1
10502,6,1,0
10509,4,1,1
10512,2,1,0
10515,10,1,1
10516,6,1,1
10517,3,1,1
10518,3,1,0
10522,10,1,1
10525,5,1,1
10527,3,1,1
10541,5,1,1
10542,3,1,1
10544,4,1,0
10548,6,1,0
10579,3,1,1
10581,3,1,0
10582,8,1,1
10583,4,1,0
10638,10,1,1
10640,5,1,1
10644,4,1,1
10645,6,1,0
10649,6,1,1
10652,4,1,1
10654,9,1,1
10685,3,1,0
10686,3,1,1
10688,3,0,0
10690,3,1,1
10691,2,1,1
10692,3,1,1
10716,6,1,1
10717,4,1,1
10718,30,1,1
10719,4,1,1
10720,10,1,1
10721,10,1,1
10723,10,1,1
10724,10,1,1
10725,6,1,0
10726,20,1,1
10796,15,1,1
10807,4,1,1
10839,2,1,0
10849,5,1,1
10862,4,1,1
10863,10,1,1
10864,3,1,1
10865,12,0,0
10866,3,1,1
10867,2,1,1
10868,3,1,0
10869,3,1,1
10872,10,1,1
10873,5,1,1
10874,4,1,1
10875,3,1,1
10876,6,1,1
10877,3,1,1
10878,5,1,1
10879,5,1,1
10880,3,1,1
10881,3,1,1
10883,5,0,0
10884,6,1,1
10885,4,1,0
10886,4,1,0
10887,6,1,1
10888,3,1,1
10898,15,1,1
10924,4,1,1
10933,4,1,1
10935,5,1,0
10936,8,1,0
10937,5,1,1
10938,5,1,1
10939,4,1,1
10940,2,1,1
10941,4,1,0
10942,3,1,1
10943,2,1,0
10944,5,1,1
10947,6,1,0
10948,12,1,1
10950,6,1,0
10951,12,1,1
10953,6,1,1
10956,30,1,1
10980,6,1,1
10987,5,1,1
10988,4,1,1
10989,10,1,0
10990,11,0,0
10994,12,1,1
10995,12,1,1
10996,20,1,1
11006,3,1,1
11007,4,1,1
11008,6,1,1
11009,5,1,1
11011,4,1,0
11012,3,1,1
11056,3,1,1
11058,20,1,1
11060,10,1,1
11061,5,1,1
11062,6,1,1
11064,3,1,0
11065,3,1,1
11067,5,1,1
11068,5,1,1
11088,5,1,1
11090,6,1,0
11091,2,1,0
11093,2,1,0
11094,3,1,1
11095,2,1,1
11096,4,1,1
11098,6,1,1
11099,3,1,1
11100,10,1,1
11101,3,1,1
11102,4,1,0
11105,5,1,0
11134,4,1,1
11135,9,1,1
11143,5,1,1
11153,4,1,1
11154,5,1,1
11155,4,1,1
11157,3,1,0
11158,3,1,1
11160,3,0,0
11165,6,0,0
11169,4,1,1
11174,4,1,1
11178,8,1,1
11180,6,1,1
11185,20,1,1
11187,18,0,0
11193,3,1,1
11195,6,1,1
11199,5,1,0
11200,5,1,1
11201,5,1,1
11203,10,0,0
11204,8,0,0
11205,2,1,0
11206,3,1,0
11207,2,1,0
11208,3,1,1
11209,2,1,1
11210,3,1,1
11212,4,1,1
11213,4,1,1
11214,3,1,0
11219,3,1,1
11241,3,1,1
11242,3,1,0
11243,5,1,1
11244,3,1,1
11245,5,1,1
11247,7,1,1
11248,3,1,0
11253,8,0,0
11261,4,1,1
11290,10,1,1
11299,2,1,1
11312,3,0,0
11315,3,1,0
11316,3,1,1
11326,10,1,1
11327,4,1,1
11335,5,1,1
11347,4,1,1
11350,3,1,1
11354,16,1,1
11355,4,1,1
11357,5,0,0
11363,5,0,0
11364,5,0,0
11386,5,1,0
11387,6,1,0
11388,3,1,1
11389,4,0,0
11485,4,0,0
11506,3,1,1
11507,3,0,0
11561,3,1,0
11636,3,0,0
11637,10,1,0
11638,2,0,0
11645,3,1,1
11647,5,0,0
11648,5,0,0
11651,6,0,0
11653,8,0,0
11654,6,0,0
11655,3,1,1
11659,3,1,1
11666,10,0,0
11668,5,1,1
11670,3,0,0
11673,12,0,0
11686,2,0,0
11687,5,0,0
11688,9,0,0
11690,6,0,0
11712,4,0,0
11715,4,0,0
11716,4,0,0
11719,6,0,0
11720,4,0,0
11724,4,0,0
11746,3,1,1
11747,3,1,1
11750,5,1,1
11751,3,1,1
11752,3,1,1
11753,3,1,1
11756,4,1,1
11757,5,1,1
11758,3,0,0
11789,3,0,0
11790,3,1,1
11872,9,1,1
11880,3,1,1
12169,8,1,0
12186,15,0,0
12194,5,1,1
12196,3,1,1
12199,8,1,1
12206,2,1,1
12208,3,0,0
12211,3,1,0
12258,6,1,1
12315,3,1,1
12317,3,1,1
12318,6,1,1
12319,4,1,0
12320,4,1,1
12332,35,1,1
12406,8,0,0
12438,2,1,1
12467,10,1,1
12468,10,1,1
12484,6,0,0
12485,3,1,0
12488,5,1,0
12490,4,0,0
12491,3,1,0
12493,10,0,0
12510,2,0,0
12512,3,0,0
12514,3,0,0
12592,3,1,1
12622,5,1,1
12623,8,1,1
12685,5,1,1
12699,4,0,0
12831,3,0,0
12832,5,1,1
12857,4,0,0
12884,3,1,1
12900,5,1,1
12902,3,1,1
12922,10,1,1
13081,6,0,0
13082,6,0,0
13170,2,1,1
13171,6,1,0
13172,3,1,1
13173,3,1,1
13180,3,0,0
13210,8,0,0
13212,6,0,0
13213,6,0,0
13214,5,1,1
13216,6,0,0
13227,10,0,0
13236,14,0,0
13258,5,0,0
13343,3,1,1
13650,5,1,1
13713,8,0,0
13714,4,0,0
13716,4,0,0
13732,0,0,0
13745,12,0,0
13746,20,0,0
13749,5,1,1
13780,15,0,0
13872,1,1,1
13980,10,0,0
14344,3,0,0
14396,4,0,0
14400,60,0,0
14478,4,0,0
14481,4,0,0
14513,2,0,0
14514,5,0,0
14516,5,0,0
15968,0,0,0
16249,3,0,0
16268,17,0,0
16270,10,0,0
16604,3,0,0
16694,3,0,0
1,11,1,1
3,8,1,1
5,2,1,1
7,29,1,0
8,5,1,1
9,2,1,0
18,2,1,1
19,3,1,1
25,6,0,0
27,14,1,1
28,3,1,1
29,4,1,1
30,8,1,1
34,5,1,1
35,3,1,1
36,3,1,1
37,4,1,1
38,2,1,0
39,8,1,1
40,3,1,1
41,5,1,0
42,9,1,0
43,6,1,1
47,4,1,1
48,4,1,1
49,2,1,1
50,5,1,1
52,4,1,1
53,2,1,1
54,3,1,1
55,4,1,1
56,2,1,1
57,5,1,1
58,3,1,1
60,3,1,1
61,5,1,1
64,0,1,1
69,5,1,0
71,4,1,0
73,3,1,0
79,2,1,1
80,3,1,1
87,3,1,0
88,6,1,1
89,5,1,1
94,3,1,1
96,12,1,1
98,2,1,1
99,4,1,1
101,2,1,1
102,1,1,1
106,3,1,1
112,2,1,1
117,6,1,1
118,3,1,1
119,3,1,0
120,5,1,1
130,3,1,1
131,3,1,1
132,2,1,1
135,2,1,1
136,4,1,1
137,3,1,0
138,2,1,1
141,2,1,1
143,4,1,1
145,2,1,1
146,5,1,1
147,3,1,1
148,18,1,1
150,2,1,1
153,2,1,1
154,2,1,1
155,3,1,1
157,3,1,1
164,2,1,1
165,3,1,1
166,2,1,1
171,2,1,0
172,2,1,1
174,1,1,1
175,3,1,1
176,2,1,0
180,2,1,1
182,5,1,0
184,6,1,1
185,4,1,1
187,4,1,1
188,10,1,1
189,3,1,1
190,2,1,0
196,2,1,0
197,5,1,1
198,1,1,1
199,10,1,1
200,3,1,1
201,3,1,1
203,6,1,0
205,6,1,0
208,4,1,1
211,3,1,1
212,4,1,1
215,3,1,1
217,20,1,0
218,4,1,1
219,4,1,1
252,3,1,1
258,3,1,1
261,4,1,1
262,14,1,1
264,4,1,1
265,4,1,1
266,4,1,1
267,4,1,0
268,20,1,0
271,10,1,1
272,3,1,1
273,4,1,0
274,6,1,1
275,3,1,1
276,2,1,1
277,3,1,0
278,5,1,0
279,7,1,1
280,3,1,0
281,3,1,1
285,4,1,0
287,3,1,1
288,2,1,1
294,4,1,1
295,2,1,1
297,3,1,1
298,3,1,1
299,5,1,1
300,3,1,1
301,6,1,1
302,4,1,0
303,8,1,1
304,3,0,0
307,6,1,1
319,25,1,1
320,9,1,0
323,3,1,1
324,3,1,1
325,2,1,1
326,2,1,1
327,5,1,1
328,4,1,1
330,3,1,1
331,3,1,1
333,4,1,1
338,8,1,1
339,3,1,1
340,6,1,0
342,5,1,0
343,3,1,0
344,2,1,1
346,5,1,1
347,4,1,1
348,11,1,1
349,5,1,0
350,4,1,1
351,3,1,1
352,3,1,0
353,6,1,1
355,2,1,1
356,5,1,1
357,2,1,0
359,2,1,0
360,3,1,1
361,3,1,1
363,6,1,1
365,5,1,1
366,5,1,1
367,4,1,0
369,10,1,1
370,2,1,0
371,3,1,0
386,4,1,1
387,4,1,1
388,8,1,1
389,4,1,1
390,3,1,1
391,28,1,1
394,5,1,0
395,4,1,0
396,3,1,1
399,10,1,1
400,5,1,1
401,6,1,0
403,6,1,1
404,6,1,1
405,8,1,1
408,3,1,1
409,3,1,1
410,2,1,1
411,3,1,0
412,3,1,0
413,5,1,0
419,4,1,1
420,5,1,0
423,12,1,1
425,10,1,1
426,4,1,1
427,10,1,1
428,3,1,1
429,3,1,0
430,5,1,0
432,5,1,0
434,5,1,1
435,2,1,0
437,3,1,1
439,2,1,1
440,2,1,1
441,2,1,1
442,4,1,1
443,5,1,0
445,8,1,1
446,2,1,1
448,10,1,1
449,4,1,0
450,5,1,1
451,5,1,0
452,2,1,1
453,3,1,1
454,2,1,1
455,3,1,0
462,2,1,1
463,2,1,1
464,2,1,1
465,2,1,1
466,2,1,1
469,7,1,1
470,3,1,1
471,2,1,1
472,4,1,0
473,3,1,0
475,4,1,1
477,3,1,1
478,4,1,1
480,2,1,1
481,2,1,1
482,2,1,1
483,2,1,1
487,3,1,1
488,2,1,0
489,6,1,0
490,3,1,1
492,8,1,1
494,3,1,1
498,3,1,1
501,3,1,1
504,2,1,0
505,4,1,1
507,2,1,0
515,6,1,1
516,6,1,0
518,8,1,0
519,6,1,1
520,8,1,1
523,8,1,1
527,8,1,1
530,2,1,1
531,2,1,1
533,2,1,1
534,2,1,1
535,3,1,0
538,5,1,1
539,4,1,1
541,6,1,1
544,5,1,1
545,6,1,1
547,4,1,1
551,9,1,1
555,7,1,1
556,4,1,0
557,6,1,0
558,8,1,1
560,12,1,1
561,4,1,0
562,2,1,1
565,3,1,1
569,11,1,0
570,2,1,1
571,4,1,1
573,3,1,1
574,3,1,0
575,2,1,0
576,6,1,0
577,6,1,0
578,6,1,0
580,3,1,1
581,4,1,1
582,3,1,1
584,8,1,1
585,3,1,1
586,4,1,1
587,4,1,1
589,2,1,1
590,6,1,1
591,3,1,1
593,27,1,1
594,5,1,1
595,4,1,0
596,4,1,1
598,3,1,0
599,4,1,1
600,4,1,1
602,3,1,1
